,county,candidate,party,votes,race name,state
83,Madera,Steve Poizner,NPP,"9,807",Insurance Commissioner,CA
84,Marin,Ricardo Lara,DEM,"14,301",Insurance Commissioner,CA
85,Marin,Asif Mahmood,DEM,"5,735",Insurance Commissioner,CA
86,Marin,Nathalie Hrizi,P&F,"1,516",Insurance Commissioner,CA
87,Marin,Steve Poizner,NPP,"12,194",Insurance Commissioner,CA
88,Mariposa,Ricardo Lara,DEM,"1,152",Insurance Commissioner,CA
89,Mariposa,Asif Mahmood,DEM,374,Insurance Commissioner,CA
90,Mariposa,Nathalie Hrizi,P&F,247,Insurance Commissioner,CA
91,Mariposa,Steve Poizner,NPP,"2,616",Insurance Commissioner,CA
92,Mendocino,Ricardo Lara,DEM,"3,198",Insurance Commissioner,CA
93,Mendocino,Asif Mahmood,DEM,"1,716",Insurance Commissioner,CA
94,Mendocino,Nathalie Hrizi,P&F,584,Insurance Commissioner,CA
95,Mendocino,Steve Poizner,NPP,"2,303",Insurance Commissioner,CA
96,Merced,Ricardo Lara,DEM,"6,387",Insurance Commissioner,CA
97,Merced,Asif Mahmood,DEM,"1,313",Insurance Commissioner,CA
98,Merced,Nathalie Hrizi,P&F,892,Insurance Commissioner,CA
99,Merced,Steve Poizner,NPP,"7,679",Insurance Commissioner,CA
100,Modoc,Ricardo Lara,DEM,369,Insurance Commissioner,CA
101,Modoc,Asif Mahmood,DEM,149,Insurance Commissioner,CA
102,Modoc,Nathalie Hrizi,P&F,177,Insurance Commissioner,CA
103,Modoc,Steve Poizner,NPP,"1,028",Insurance Commissioner,CA
104,Mono,Ricardo Lara,DEM,964,Insurance Commissioner,CA
105,Mono,Asif Mahmood,DEM,316,Insurance Commissioner,CA
106,Mono,Nathalie Hrizi,P&F,133,Insurance Commissioner,CA
107,Mono,Steve Poizner,NPP,"1,116",Insurance Commissioner,CA
108,Monterey,Ricardo Lara,DEM,"14,843",Insurance Commissioner,CA
109,Monterey,Asif Mahmood,DEM,"2,650",Insurance Commissioner,CA
110,Monterey,Nathalie Hrizi,P&F,"1,294",Insurance Commissioner,CA
111,Monterey,Steve Poizner,NPP,"10,426",Insurance Commissioner,CA
112,Napa,Ricardo Lara,DEM,"4,225",Insurance Commissioner,CA
113,Napa,Asif Mahmood,DEM,"2,692",Insurance Commissioner,CA
114,Napa,Nathalie Hrizi,P&F,577,Insurance Commissioner,CA
115,Napa,Steve Poizner,NPP,"5,698",Insurance Commissioner,CA
116,Nevada,Ricardo Lara,DEM,"4,258",Insurance Commissioner,CA
117,Nevada,Asif Mahmood,DEM,"2,594",Insurance Commissioner,CA
118,Nevada,Nathalie Hrizi,P&F,765,Insurance Commissioner,CA
119,Nevada,Steve Poizner,NPP,"6,600",Insurance Commissioner,CA
120,Orange,Ricardo Lara,DEM,"111,493",Insurance Commissioner,CA
121,Orange,Asif Mahmood,DEM,"34,892",Insurance Commissioner,CA
122,Orange,Nathalie Hrizi,P&F,"13,849",Insurance Commissioner,CA
123,Orange,Steve Poizner,NPP,"167,360",Insurance Commissioner,CA
124,Placer,Ricardo Lara,DEM,"14,820",Insurance Commissioner,CA
125,Placer,Asif Mahmood,DEM,"6,466",Insurance Commissioner,CA
126,Placer,Nathalie Hrizi,P&F,"2,893",Insurance Commissioner,CA
127,Placer,Steve Poizner,NPP,"29,824",Insurance Commissioner,CA
128,Plumas,Ricardo Lara,DEM,"1,184",Insurance Commissioner,CA
129,Plumas,Asif Mahmood,DEM,769,Insurance Commissioner,CA
130,Plumas,Nathalie Hrizi,P&F,304,Insurance Commissioner,CA
131,Plumas,Steve Poizner,NPP,"2,419",Insurance Commissioner,CA
132,Riverside,Ricardo Lara,DEM,"60,643",Insurance Commissioner,CA
133,Riverside,Asif Mahmood,DEM,"17,843",Insurance Commissioner,CA
134,Riverside,Nathalie Hrizi,P&F,"7,957",Insurance Commissioner,CA
135,Riverside,Steve Poizner,NPP,"85,762",Insurance Commissioner,CA
136,Sacramento,Ricardo Lara,DEM,"40,521",Insurance Commissioner,CA
137,Sacramento,Asif Mahmood,DEM,"17,919",Insurance Commissioner,CA
138,Sacramento,Nathalie Hrizi,P&F,"5,418",Insurance Commissioner,CA
139,Sacramento,Steve Poizner,NPP,"49,332",Insurance Commissioner,CA
140,San Benito,Ricardo Lara,DEM,"2,499",Insurance Commissioner,CA
141,San Benito,Asif Mahmood,DEM,589,Insurance Commissioner,CA
142,San Benito,Nathalie Hrizi,P&F,338,Insurance Commissioner,CA
143,San Benito,Steve Poizner,NPP,"2,542",Insurance Commissioner,CA
144,San Bernardino,Ricardo Lara,DEM,"56,251",Insurance Commissioner,CA
145,San Bernardino,Asif Mahmood,DEM,"15,579",Insurance Commissioner,CA
146,San Bernardino,Nathalie Hrizi,P&F,"7,822",Insurance Commissioner,CA
147,San Bernardino,Steve Poizner,NPP,"78,755",Insurance Commissioner,CA
148,San Diego,Ricardo Lara,DEM,"142,837",Insurance Commissioner,CA
149,San Diego,Asif Mahmood,DEM,"43,900",Insurance Commissioner,CA
150,San Diego,Nathalie Hrizi,P&F,"14,496",Insurance Commissioner,CA
151,San Diego,Steve Poizner,NPP,"166,317",Insurance Commissioner,CA
152,San Francisco,Ricardo Lara,DEM,"53,114",Insurance Commissioner,CA
153,San Francisco,Asif Mahmood,DEM,"20,838",Insurance Commissioner,CA
154,San Francisco,Nathalie Hrizi,P&F,"17,115",Insurance Commissioner,CA
155,San Francisco,Steve Poizner,NPP,"38,198",Insurance Commissioner,CA
156,San Joaquin,Ricardo Lara,DEM,"18,731",Insurance Commissioner,CA
157,San Joaquin,Asif Mahmood,DEM,"7,342",Insurance Commissioner,CA
158,San Joaquin,Nathalie Hrizi,P&F,"2,981",Insurance Commissioner,CA
159,San Joaquin,Steve Poizner,NPP,"23,565",Insurance Commissioner,CA
160,San Luis Obispo,Ricardo Lara,DEM,"17,196",Insurance Commissioner,CA
161,San Luis Obispo,Asif Mahmood,DEM,"6,206",Insurance Commissioner,CA
162,San Luis Obispo,Nathalie Hrizi,P&F,"2,553",Insurance Commissioner,CA
163,San Luis Obispo,Steve Poizner,NPP,"23,707",Insurance Commissioner,CA
164,San Mateo,Ricardo Lara,DEM,"27,782",Insurance Commissioner,CA
165,San Mateo,Asif Mahmood,DEM,"11,401",Insurance Commissioner,CA
166,San Mateo,Nathalie Hrizi,P&F,"3,062",Insurance Commissioner,CA
167,San Mateo,Steve Poizner,NPP,"24,189",Insurance Commissioner,CA
168,Santa Barbara,Ricardo Lara,DEM,"21,048",Insurance Commissioner,CA
169,Santa Barbara,Asif Mahmood,DEM,"6,008",Insurance Commissioner,CA
170,Santa Barbara,Nathalie Hrizi,P&F,"2,177",Insurance Commissioner,CA
171,Santa Barbara,Steve Poizner,NPP,"21,103",Insurance Commissioner,CA
172,Santa Clara,Ricardo Lara,DEM,"59,707",Insurance Commissioner,CA
173,Santa Clara,Asif Mahmood,DEM,"27,523",Insurance Commissioner,CA
174,Santa Clara,Nathalie Hrizi,P&F,"6,579",Insurance Commissioner,CA
175,Santa Clara,Steve Poizner,NPP,"64,290",Insurance Commissioner,CA
176,Santa Cruz,Ricardo Lara,DEM,"16,410",Insurance Commissioner,CA
177,Santa Cruz,Asif Mahmood,DEM,"5,185",Insurance Commissioner,CA
178,Santa Cruz,Nathalie Hrizi,P&F,"1,729",Insurance Commissioner,CA
179,Santa Cruz,Steve Poizner,NPP,"10,169",Insurance Commissioner,CA
180,Shasta,Ricardo Lara,DEM,"3,830",Insurance Commissioner,CA
181,Shasta,Asif Mahmood,DEM,"1,621",Insurance Commissioner,CA
182,Shasta,Nathalie Hrizi,P&F,"1,219",Insurance Commissioner,CA
183,Shasta,Steve Poizner,NPP,"12,394",Insurance Commissioner,CA
184,Sierra,Ricardo Lara,DEM,275,Insurance Commissioner,CA
185,Sierra,Asif Mahmood,DEM,145,Insurance Commissioner,CA
186,Sierra,Nathalie Hrizi,P&F,93,Insurance Commissioner,CA
187,Sierra,Steve Poizner,NPP,563,Insurance Commissioner,CA
188,Siskiyou,Ricardo Lara,DEM,"1,798",Insurance Commissioner,CA
189,Siskiyou,Asif Mahmood,DEM,710,Insurance Commissioner,CA
190,Siskiyou,Nathalie Hrizi,P&F,481,Insurance Commissioner,CA
191,Siskiyou,Steve Poizner,NPP,"3,510",Insurance Commissioner,CA
192,Solano,Ricardo Lara,DEM,"22,668",Insurance Commissioner,CA
193,Solano,Asif Mahmood,DEM,"9,566",Insurance Commissioner,CA
194,Solano,Nathalie Hrizi,P&F,"3,347",Insurance Commissioner,CA
195,Solano,Steve Poizner,NPP,"23,518",Insurance Commissioner,CA
196,Sonoma,Ricardo Lara,DEM,"27,503",Insurance Commissioner,CA
197,Sonoma,Asif Mahmood,DEM,"12,204",Insurance Commissioner,CA
198,Sonoma,Nathalie Hrizi,P&F,"2,887",Insurance Commissioner,CA
199,Sonoma,Steve Poizner,NPP,"19,564",Insurance Commissioner,CA
200,Stanislaus,Ricardo Lara,DEM,"14,080",Insurance Commissioner,CA
201,Stanislaus,Asif Mahmood,DEM,"5,659",Insurance Commissioner,CA
202,Stanislaus,Nathalie Hrizi,P&F,"2,102",Insurance Commissioner,CA
203,Stanislaus,Steve Poizner,NPP,"20,763",Insurance Commissioner,CA
204,Sutter,Ricardo Lara,DEM,"2,154",Insurance Commissioner,CA
205,Sutter,Asif Mahmood,DEM,"1,395",Insurance Commissioner,CA
206,Sutter,Nathalie Hrizi,P&F,654,Insurance Commissioner,CA
207,Sutter,Steve Poizner,NPP,"5,289",Insurance Commissioner,CA
208,Tehama,Ricardo Lara,DEM,"1,861",Insurance Commissioner,CA
209,Tehama,Asif Mahmood,DEM,754,Insurance Commissioner,CA
210,Tehama,Nathalie Hrizi,P&F,728,Insurance Commissioner,CA
211,Tehama,Steve Poizner,NPP,"5,315",Insurance Commissioner,CA
212,Trinity,Ricardo Lara,DEM,831,Insurance Commissioner,CA
213,Trinity,Asif Mahmood,DEM,373,Insurance Commissioner,CA
214,Trinity,Nathalie Hrizi,P&F,316,Insurance Commissioner,CA
215,Trinity,Steve Poizner,NPP,"1,227",Insurance Commissioner,CA
216,Tulare,Ricardo Lara,DEM,"8,914",Insurance Commissioner,CA
217,Tulare,Asif Mahmood,DEM,"1,931",Insurance Commissioner,CA
218,Tulare,Nathalie Hrizi,P&F,"1,427",Insurance Commissioner,CA
219,Tulare,Steve Poizner,NPP,"14,954",Insurance Commissioner,CA
220,Tuolumne,Ricardo Lara,DEM,"2,396",Insurance Commissioner,CA
221,Tuolumne,Asif Mahmood,DEM,"1,297",Insurance Commissioner,CA
222,Tuolumne,Nathalie Hrizi,P&F,545,Insurance Commissioner,CA
223,Tuolumne,Steve Poizner,NPP,"5,179",Insurance Commissioner,CA
224,Ventura,Ricardo Lara,DEM,"37,205",Insurance Commissioner,CA
225,Ventura,Asif Mahmood,DEM,"10,825",Insurance Commissioner,CA
226,Ventura,Nathalie Hrizi,P&F,"3,924",Insurance Commissioner,CA
227,Ventura,Steve Poizner,NPP,"45,833",Insurance Commissioner,CA
228,Yolo,Ricardo Lara,DEM,"10,196",Insurance Commissioner,CA
229,Yolo,Asif Mahmood,DEM,"4,460",Insurance Commissioner,CA
230,Yolo,Nathalie Hrizi,P&F,"1,026",Insurance Commissioner,CA
231,Yolo,Steve Poizner,NPP,"8,805",Insurance Commissioner,CA
232,Yuba,Ricardo Lara,DEM,"1,335",Insurance Commissioner,CA
233,Yuba,Asif Mahmood,DEM,721,Insurance Commissioner,CA
234,Yuba,Nathalie Hrizi,P&F,445,Insurance Commissioner,CA
235,Yuba,Steve Poizner,NPP,"3,438",Insurance Commissioner,CA
