county,district name,candidate,party,votes,race name,state
Tehama,District 1,Audrey Denney,DEM,"1,116",U.S. House of Representatives,CA
Tehama,District 1,Jessica Jones Holcombe,DEM,856,U.S. House of Representatives,CA
Tehama,District 1,David Peterson,DEM,190,U.S. House of Representatives,CA
Tehama,District 1,Marty Walters,DEM,632,U.S. House of Representatives,CA
Tehama,District 1,Gregory Edward Cheadle,REP,716,U.S. House of Representatives,CA
Tehama,District 1,Doug La Malfa,REP,"6,049",U.S. House of Representatives,CA
Tehama,District 1,Lewis Elbinger,GRN,67,U.S. House of Representatives,CA
Districtwide,District 2,Andy Caffrey,DEM,"6,534",U.S. House of Representatives,CA
Districtwide,District 2,Jared Huffman,DEM,"71,983",U.S. House of Representatives,CA
Districtwide,District 2,Dale K. Mensing,REP,"24,052",U.S. House of Representatives,CA
Del Norte,District 2,Andy Caffrey,DEM,245,U.S. House of Representatives,CA
Del Norte,District 2,Jared Huffman,DEM,"2,008",U.S. House of Representatives,CA
Del Norte,District 2,Dale K. Mensing,REP,"2,215",U.S. House of Representatives,CA
Humboldt,District 2,Andy Caffrey,DEM,"1,420",U.S. House of Representatives,CA
Humboldt,District 2,Jared Huffman,DEM,"11,843",U.S. House of Representatives,CA
Humboldt,District 2,Dale K. Mensing,REP,"5,767",U.S. House of Representatives,CA
Marin,District 2,Andy Caffrey,DEM,"1,799",U.S. House of Representatives,CA
Marin,District 2,Jared Huffman,DEM,"29,722",U.S. House of Representatives,CA
Marin,District 2,Dale K. Mensing,REP,"5,835",U.S. House of Representatives,CA
Mendocino,District 2,Andy Caffrey,DEM,753,U.S. House of Representatives,CA
Mendocino,District 2,Jared Huffman,DEM,"5,752",U.S. House of Representatives,CA
Mendocino,District 2,Dale K. Mensing,REP,"2,354",U.S. House of Representatives,CA
Sonoma,District 2,Andy Caffrey,DEM,"2,079",U.S. House of Representatives,CA
Sonoma,District 2,Jared Huffman,DEM,"21,248",U.S. House of Representatives,CA
Sonoma,District 2,Dale K. Mensing,REP,"6,439",U.S. House of Representatives,CA
Trinity,District 2,Andy Caffrey,DEM,238,U.S. House of Representatives,CA
Trinity,District 2,Jared Huffman,DEM,"1,410",U.S. House of Representatives,CA
Trinity,District 2,Dale K. Mensing,REP,"1,442",U.S. House of Representatives,CA
Districtwide,District 3,John Garamendi,DEM,"48,778",U.S. House of Representatives,CA
Districtwide,District 3,Kevin Puett,DEM,"3,790",U.S. House of Representatives,CA
Districtwide,District 3,Charlie Schaupp,REP,"38,199",U.S. House of Representatives,CA
Colusa,District 3,John Garamendi,DEM,"1,020",U.S. House of Representatives,CA
Colusa,District 3,Kevin Puett,DEM,95,U.S. House of Representatives,CA
Colusa,District 3,Charlie Schaupp,REP,"1,436",U.S. House of Representatives,CA
Glenn,District 3,John Garamendi,DEM,994,U.S. House of Representatives,CA
Glenn,District 3,Kevin Puett,DEM,136,U.S. House of Representatives,CA
Glenn,District 3,Charlie Schaupp,REP,"1,824",U.S. House of Representatives,CA
Lake,District 3,John Garamendi,DEM,"1,821",U.S. House of Representatives,CA
Lake,District 3,Kevin Puett,DEM,250,U.S. House of Representatives,CA
Lake,District 3,Charlie Schaupp,REP,"1,560",U.S. House of Representatives,CA
Sacramento,District 3,John Garamendi,DEM,"1,169",U.S. House of Representatives,CA
Sacramento,District 3,Kevin Puett,DEM,128,U.S. House of Representatives,CA
Sacramento,District 3,Charlie Schaupp,REP,"1,362",U.S. House of Representatives,CA
Solano,District 3,John Garamendi,DEM,"22,771",U.S. House of Representatives,CA
Solano,District 3,Kevin Puett,DEM,"1,713",U.S. House of Representatives,CA
Solano,District 3,Charlie Schaupp,REP,"16,933",U.S. House of Representatives,CA
Sutter,District 3,John Garamendi,DEM,"4,131",U.S. House of Representatives,CA
Sutter,District 3,Kevin Puett,DEM,424,U.S. House of Representatives,CA
Sutter,District 3,Charlie Schaupp,REP,"5,498",U.S. House of Representatives,CA
Yolo,District 3,John Garamendi,DEM,"14,495",U.S. House of Representatives,CA
Yolo,District 3,Kevin Puett,DEM,751,U.S. House of Representatives,CA
Yolo,District 3,Charlie Schaupp,REP,"5,882",U.S. House of Representatives,CA
Yuba,District 3,John Garamendi,DEM,"2,377",U.S. House of Representatives,CA
Yuba,District 3,Kevin Puett,DEM,293,U.S. House of Representatives,CA
Yuba,District 3,Charlie Schaupp,REP,"3,704",U.S. House of Representatives,CA
Districtwide,District 4,Regina Bateson,DEM,"15,657",U.S. House of Representatives,CA
Districtwide,District 4,Roza Calderon,DEM,"7,751",U.S. House of Representatives,CA
Districtwide,District 4,Robert Lawton,DEM,"2,900",U.S. House of Representatives,CA
Districtwide,District 4,Jessica Morse,DEM,"24,865",U.S. House of Representatives,CA
Districtwide,District 4,Tom McClintock,REP,"64,954",U.S. House of Representatives,CA
Districtwide,District 4,Mitchell White,REP,"8,586",U.S. House of Representatives,CA
Alpine,District 4,Regina Bateson,DEM,36,U.S. House of Representatives,CA
Alpine,District 4,Roza Calderon,DEM,28,U.S. House of Representatives,CA
Alpine,District 4,Robert Lawton,DEM,16,U.S. House of Representatives,CA
Alpine,District 4,Jessica Morse,DEM,155,U.S. House of Representatives,CA
Alpine,District 4,Tom McClintock,REP,125,U.S. House of Representatives,CA
Alpine,District 4,Mitchell White,REP,8,U.S. House of Representatives,CA
Amador,District 4,Regina Bateson,DEM,426,U.S. House of Representatives,CA
Amador,District 4,Roza Calderon,DEM,195,U.S. House of Representatives,CA
Amador,District 4,Robert Lawton,DEM,157,U.S. House of Representatives,CA
Amador,District 4,Jessica Morse,DEM,789,U.S. House of Representatives,CA
Amador,District 4,Tom McClintock,REP,"2,404",U.S. House of Representatives,CA
Amador,District 4,Mitchell White,REP,311,U.S. House of Representatives,CA
Calaveras,District 4,Regina Bateson,DEM,810,U.S. House of Representatives,CA
Calaveras,District 4,Roza Calderon,DEM,456,U.S. House of Representatives,CA
Calaveras,District 4,Robert Lawton,DEM,299,U.S. House of Representatives,CA
Calaveras,District 4,Jessica Morse,DEM,"1,918",U.S. House of Representatives,CA
Calaveras,District 4,Tom McClintock,REP,"4,864",U.S. House of Representatives,CA
Calaveras,District 4,Mitchell White,REP,748,U.S. House of Representatives,CA
El Dorado,District 4,Regina Bateson,DEM,"4,119",U.S. House of Representatives,CA
El Dorado,District 4,Roza Calderon,DEM,"2,234",U.S. House of Representatives,CA
El Dorado,District 4,Robert Lawton,DEM,862,U.S. House of Representatives,CA
El Dorado,District 4,Jessica Morse,DEM,"6,592",U.S. House of Representatives,CA
El Dorado,District 4,Tom McClintock,REP,"17,248",U.S. House of Representatives,CA
El Dorado,District 4,Mitchell White,REP,"2,498",U.S. House of Representatives,CA
Fresno,District 4,Regina Bateson,DEM,134,U.S. House of Representatives,CA
Fresno,District 4,Roza Calderon,DEM,127,U.S. House of Representatives,CA
Fresno,District 4,Robert Lawton,DEM,36,U.S. House of Representatives,CA
Fresno,District 4,Jessica Morse,DEM,320,U.S. House of Representatives,CA
Fresno,District 4,Tom McClintock,REP,"1,769",U.S. House of Representatives,CA
Fresno,District 4,Mitchell White,REP,134,U.S. House of Representatives,CA
Madera,District 4,Regina Bateson,DEM,652,U.S. House of Representatives,CA
Madera,District 4,Roza Calderon,DEM,345,U.S. House of Representatives,CA
Madera,District 4,Robert Lawton,DEM,215,U.S. House of Representatives,CA
Madera,District 4,Jessica Morse,DEM,"1,142",U.S. House of Representatives,CA
Madera,District 4,Tom McClintock,REP,"4,373",U.S. House of Representatives,CA
Madera,District 4,Mitchell White,REP,553,U.S. House of Representatives,CA
Mariposa,District 4,Regina Bateson,DEM,395,U.S. House of Representatives,CA
Mariposa,District 4,Roza Calderon,DEM,169,U.S. House of Representatives,CA
Mariposa,District 4,Robert Lawton,DEM,100,U.S. House of Representatives,CA
Mariposa,District 4,Jessica Morse,DEM,"1,109",U.S. House of Representatives,CA
Mariposa,District 4,Tom McClintock,REP,"2,764",U.S. House of Representatives,CA
Mariposa,District 4,Mitchell White,REP,196,U.S. House of Representatives,CA
Nevada,District 4,Regina Bateson,DEM,328,U.S. House of Representatives,CA
Nevada,District 4,Roza Calderon,DEM,75,U.S. House of Representatives,CA
Nevada,District 4,Robert Lawton,DEM,28,U.S. House of Representatives,CA
Nevada,District 4,Jessica Morse,DEM,983,U.S. House of Representatives,CA
Nevada,District 4,Tom McClintock,REP,512,U.S. House of Representatives,CA
Nevada,District 4,Mitchell White,REP,57,U.S. House of Representatives,CA
Placer,District 4,Regina Bateson,DEM,"7,658",U.S. House of Representatives,CA
Placer,District 4,Roza Calderon,DEM,"3,652",U.S. House of Representatives,CA
Placer,District 4,Robert Lawton,DEM,817,U.S. House of Representatives,CA
Placer,District 4,Jessica Morse,DEM,"9,323",U.S. House of Representatives,CA
Placer,District 4,Tom McClintock,REP,"25,740",U.S. House of Representatives,CA
Placer,District 4,Mitchell White,REP,"3,382",U.S. House of Representatives,CA
Tuolumne,District 4,Regina Bateson,DEM,"1,099",U.S. House of Representatives,CA
Tuolumne,District 4,Roza Calderon,DEM,470,U.S. House of Representatives,CA
Tuolumne,District 4,Robert Lawton,DEM,370,U.S. House of Representatives,CA
Tuolumne,District 4,Jessica Morse,DEM,"2,534",U.S. House of Representatives,CA
Tuolumne,District 4,Tom McClintock,REP,"5,155",U.S. House of Representatives,CA
Tuolumne,District 4,Mitchell White,REP,699,U.S. House of Representatives,CA
Districtwide,District 5,Mike Thompson,DEM,"66,621",U.S. House of Representatives,CA
Districtwide,District 5,Jason Kishineff,GRN,"2,887",U.S. House of Representatives,CA
Districtwide,District 5,Anthony Mills,NPP,"7,843",U.S. House of Representatives,CA
Districtwide,District 5,Nils Palsson,NPP,"6,884",U.S. House of Representatives,CA
Contra Costa,District 5,Mike Thompson,DEM,"6,872",U.S. House of Representatives,CA
Contra Costa,District 5,Jason Kishineff,GRN,375,U.S. House of Representatives,CA
Contra Costa,District 5,Anthony Mills,NPP,852,U.S. House of Representatives,CA
Contra Costa,District 5,Nils Palsson,NPP,989,U.S. House of Representatives,CA
Lake,District 5,Mike Thompson,DEM,"2,745",U.S. House of Representatives,CA
Lake,District 5,Jason Kishineff,GRN,129,U.S. House of Representatives,CA
Lake,District 5,Anthony Mills,NPP,549,U.S. House of Representatives,CA
Lake,District 5,Nils Palsson,NPP,588,U.S. House of Representatives,CA
Napa,District 5,Mike Thompson,DEM,"11,082",U.S. House of Representatives,CA
Napa,District 5,Jason Kishineff,GRN,492,U.S. House of Representatives,CA
Napa,District 5,Anthony Mills,NPP,"1,291",U.S. House of Representatives,CA
Napa,District 5,Nils Palsson,NPP,843,U.S. House of Representatives,CA
Solano,District 5,Mike Thompson,DEM,"16,499",U.S. House of Representatives,CA
Solano,District 5,Jason Kishineff,GRN,658,U.S. House of Representatives,CA
Solano,District 5,Anthony Mills,NPP,"2,037",U.S. House of Representatives,CA
Solano,District 5,Nils Palsson,NPP,"1,617",U.S. House of Representatives,CA
Sonoma,District 5,Mike Thompson,DEM,"29,423",U.S. House of Representatives,CA
Sonoma,District 5,Jason Kishineff,GRN,"1,233",U.S. House of Representatives,CA
Sonoma,District 5,Anthony Mills,NPP,"3,114",U.S. House of Representatives,CA
Sonoma,District 5,Nils Palsson,NPP,"2,847",U.S. House of Representatives,CA
Districtwide,District 6,Jrmar Jefferson,DEM,"6,062",U.S. House of Representatives,CA
Districtwide,District 6,Doris Matsui,DEM,"40,949",U.S. House of Representatives,CA
Sacramento,District 6,Jrmar Jefferson,DEM,"5,459",U.S. House of Representatives,CA
Sacramento,District 6,Doris Matsui,DEM,"37,303",U.S. House of Representatives,CA
Yolo,District 6,Jrmar Jefferson,DEM,603,U.S. House of Representatives,CA
Yolo,District 6,Doris Matsui,DEM,"3,646",U.S. House of Representatives,CA
Sacramento,District 7,Ami Bera,DEM,"34,122",U.S. House of Representatives,CA
Sacramento,District 7,Yona Barash,REP,"8,087",U.S. House of Representatives,CA
Sacramento,District 7,Andrew Grant,REP,"21,753",U.S. House of Representatives,CA
Sacramento,District 7,"Robert Christian ""Chris"" Richardson",GRN,"1,249",U.S. House of Representatives,CA
Sacramento,District 7,Reginald H. Claytor,NPP,865,U.S. House of Representatives,CA
Districtwide,District 8,"Marjorie ""Marge"" Doyle",DEM,"15,264",U.S. House of Representatives,CA
Districtwide,District 8,Ronald J. ODonnell,DEM,"3,343",U.S. House of Representatives,CA
Districtwide,District 8,Rita Ramirez,DEM,"6,845",U.S. House of Representatives,CA
Districtwide,District 8,Paul Cook,REP,"29,403",U.S. House of Representatives,CA
Districtwide,District 8,Tim Donnelly,REP,"16,024",U.S. House of Representatives,CA
Inyo,District 8,"Marjorie ""Marge"" Doyle",DEM,"1,269",U.S. House of Representatives,CA
Inyo,District 8,Ronald J. ODonnell,DEM,92,U.S. House of Representatives,CA
Inyo,District 8,Rita Ramirez,DEM,269,U.S. House of Representatives,CA
Inyo,District 8,Paul Cook,REP,"1,169",U.S. House of Representatives,CA
Inyo,District 8,Tim Donnelly,REP,840,U.S. House of Representatives,CA
Mono,District 8,"Marjorie ""Marge"" Doyle",DEM,"1,318",U.S. House of Representatives,CA
Mono,District 8,Ronald J. ODonnell,DEM,56,U.S. House of Representatives,CA
Mono,District 8,Rita Ramirez,DEM,252,U.S. House of Representatives,CA
Mono,District 8,Paul Cook,REP,860,U.S. House of Representatives,CA
Mono,District 8,Tim Donnelly,REP,355,U.S. House of Representatives,CA
San Bernardino,District 8,"Marjorie ""Marge"" Doyle",DEM,"12,677",U.S. House of Representatives,CA
San Bernardino,District 8,Ronald J. ODonnell,DEM,"3,195",U.S. House of Representatives,CA
San Bernardino,District 8,Rita Ramirez,DEM,"6,324",U.S. House of Representatives,CA
San Bernardino,District 8,Paul Cook,REP,"27,374",U.S. House of Representatives,CA
San Bernardino,District 8,Tim Donnelly,REP,"14,829",U.S. House of Representatives,CA
Districtwide,District 9,Jerry McNerney,DEM,"29,280",U.S. House of Representatives,CA
Districtwide,District 9,Marla Livengood,REP,"22,706",U.S. House of Representatives,CA
Districtwide,District 9,Mike A. Tsarnas,AI,"3,205",U.S. House of Representatives,CA
Contra Costa,District 9,Jerry McNerney,DEM,"9,556",U.S. House of Representatives,CA
Contra Costa,District 9,Marla Livengood,REP,"6,368",U.S. House of Representatives,CA
Contra Costa,District 9,Mike A. Tsarnas,AI,"1,028",U.S. House of Representatives,CA
Sacramento,District 9,Jerry McNerney,DEM,794,U.S. House of Representatives,CA
Sacramento,District 9,Marla Livengood,REP,946,U.S. House of Representatives,CA
Sacramento,District 9,Mike A. Tsarnas,AI,127,U.S. House of Representatives,CA
San Joaquin,District 9,Jerry McNerney,DEM,"18,930",U.S. House of Representatives,CA
San Joaquin,District 9,Marla Livengood,REP,"15,392",U.S. House of Representatives,CA
San Joaquin,District 9,Mike A. Tsarnas,AI,"2,050",U.S. House of Representatives,CA
Districtwide,District 10,"Michael J. ""Mike"" Barkley",DEM,"1,663",U.S. House of Representatives,CA
Districtwide,District 10,Michael Eggman,DEM,"7,180",U.S. House of Representatives,CA
Districtwide,District 10,Josh Harder,DEM,"10,244",U.S. House of Representatives,CA
Districtwide,District 10,Virginia Madue̱o,DEM,"5,885",U.S. House of Representatives,CA
Districtwide,District 10,Dotty Nygard,DEM,636,U.S. House of Representatives,CA
Districtwide,District 10,Sue Zwahlen,DEM,"5,700",U.S. House of Representatives,CA
Districtwide,District 10,Jeff Denham,REP,"24,640",U.S. House of Representatives,CA
Districtwide,District 10,Ted D. Howze,REP,"9,394",U.S. House of Representatives,CA
San Joaquin,District 10,"Michael J. ""Mike"" Barkley",DEM,742,U.S. House of Representatives,CA
San Joaquin,District 10,Michael Eggman,DEM,"2,715",U.S. House of Representatives,CA
San Joaquin,District 10,Josh Harder,DEM,"2,809",U.S. House of Representatives,CA
San Joaquin,District 10,Virginia Madue̱o,DEM,"1,341",U.S. House of Representatives,CA
San Joaquin,District 10,Dotty Nygard,DEM,238,U.S. House of Representatives,CA
San Joaquin,District 10,Sue Zwahlen,DEM,"1,215",U.S. House of Representatives,CA
San Joaquin,District 10,Jeff Denham,REP,"7,073",U.S. House of Representatives,CA
San Joaquin,District 10,Ted D. Howze,REP,"2,362",U.S. House of Representatives,CA
Stanislaus,District 10,"Michael J. ""Mike"" Barkley",DEM,921,U.S. House of Representatives,CA
Stanislaus,District 10,Michael Eggman,DEM,"4,465",U.S. House of Representatives,CA
Stanislaus,District 10,Josh Harder,DEM,"7,435",U.S. House of Representatives,CA
Stanislaus,District 10,Virginia Madue̱o,DEM,"4,544",U.S. House of Representatives,CA
Stanislaus,District 10,Dotty Nygard,DEM,398,U.S. House of Representatives,CA
Stanislaus,District 10,Sue Zwahlen,DEM,"4,485",U.S. House of Representatives,CA
Stanislaus,District 10,Jeff Denham,REP,"17,567",U.S. House of Representatives,CA
Stanislaus,District 10,Ted D. Howze,REP,"7,032",U.S. House of Representatives,CA
Contra Costa,District 11,Mark DeSaulnier,DEM,"54,786",U.S. House of Representatives,CA
Contra Costa,District 11,Dennis Lytton,DEM,"4,215",U.S. House of Representatives,CA
Contra Costa,District 11,John Fitzgerald,REP,"20,354",U.S. House of Representatives,CA
Contra Costa,District 11,Chris Wood,NPP,"2,566",U.S. House of Representatives,CA
San Francisco,District 12,Shahid Buttar,DEM,"9,809",U.S. House of Representatives,CA
San Francisco,District 12,Stephen Jaffe,DEM,"7,425",U.S. House of Representatives,CA
San Francisco,District 12,Ryan A. Khojasteh,DEM,"5,414",U.S. House of Representatives,CA
San Francisco,District 12,Nancy Pelosi,DEM,"86,696",U.S. House of Representatives,CA
San Francisco,District 12,Lisa Remmer,REP,"12,613",U.S. House of Representatives,CA
San Francisco,District 12,Barry Hermanson,GRN,"2,688",U.S. House of Representatives,CA
San Francisco,District 12,Michael Goldstein,NPP,"1,902",U.S. House of Representatives,CA
Districtwide,District 13,Barbara Lee,DEM,"76,567",U.S. House of Representatives,CA
Alameda,District 13,Barbara Lee,DEM,"76,567",U.S. House of Representatives,CA
San Francisco,District 13,Barbara Lee,DEM,0,U.S. House of Representatives,CA
Districtwide,District 14,Jackie Speier,DEM,"57,373",U.S. House of Representatives,CA
Districtwide,District 14,Cristina Osme̱a,REP,"16,407",U.S. House of Representatives,CA
San Francisco,District 14,Jackie Speier,DEM,"12,833",U.S. House of Representatives,CA
San Francisco,District 14,Cristina Osme̱a,REP,"3,026",U.S. House of Representatives,CA
San Mateo,District 14,Jackie Speier,DEM,"44,540",U.S. House of Representatives,CA
San Mateo,District 14,Cristina Osme̱a,REP,"13,381",U.S. House of Representatives,CA
Districtwide,District 15,Eric Swalwell,DEM,"47,629",U.S. House of Representatives,CA
Districtwide,District 15,Rudy L. Peters Jr.,REP,"19,394",U.S. House of Representatives,CA
Districtwide,District 15,Brendan St. John,NPP,"2,241",U.S. House of Representatives,CA
Alameda,District 15,Eric Swalwell,DEM,"42,884",U.S. House of Representatives,CA
Alameda,District 15,Rudy L. Peters Jr.,REP,"16,867",U.S. House of Representatives,CA
Alameda,District 15,Brendan St. John,NPP,"2,013",U.S. House of Representatives,CA
Contra Costa,District 15,Eric Swalwell,DEM,"4,745",U.S. House of Representatives,CA
Contra Costa,District 15,Rudy L. Peters Jr.,REP,"2,527",U.S. House of Representatives,CA
Contra Costa,District 15,Brendan St. John,NPP,228,U.S. House of Representatives,CA
Districtwide,District 16,Jim Costa,DEM,"24,139",U.S. House of Representatives,CA
Districtwide,District 16,Elizabeth Heng,REP,"21,491",U.S. House of Representatives,CA
Fresno,District 16,Jim Costa,DEM,"11,028",U.S. House of Representatives,CA
Fresno,District 16,Elizabeth Heng,REP,"6,311",U.S. House of Representatives,CA
Madera,District 16,Jim Costa,DEM,"4,010",U.S. House of Representatives,CA
Madera,District 16,Elizabeth Heng,REP,"6,403",U.S. House of Representatives,CA
Merced,District 16,Jim Costa,DEM,"9,101",U.S. House of Representatives,CA
Merced,District 16,Elizabeth Heng,REP,"8,777",U.S. House of Representatives,CA
Districtwide,District 17,Stephen Forbes,DEM,"3,621",U.S. House of Representatives,CA
Districtwide,District 17,Ro Khanna,DEM,"35,575",U.S. House of Representatives,CA
Districtwide,District 17,Khanh Tran,DEM,"4,579",U.S. House of Representatives,CA
Districtwide,District 17,Ron Cohen,REP,"14,923",U.S. House of Representatives,CA
Districtwide,District 17,Kennita Watson,LIB,"1,520",U.S. House of Representatives,CA
Alameda,District 17,Stephen Forbes,DEM,983,U.S. House of Representatives,CA
Alameda,District 17,Ro Khanna,DEM,"8,571",U.S. House of Representatives,CA
Alameda,District 17,Khanh Tran,DEM,783,U.S. House of Representatives,CA
Alameda,District 17,Ron Cohen,REP,"3,805",U.S. House of Representatives,CA
Alameda,District 17,Kennita Watson,LIB,365,U.S. House of Representatives,CA
Santa Clara,District 17,Stephen Forbes,DEM,"2,638",U.S. House of Representatives,CA
Santa Clara,District 17,Ro Khanna,DEM,"27,004",U.S. House of Representatives,CA
Santa Clara,District 17,Khanh Tran,DEM,"3,796",U.S. House of Representatives,CA
Santa Clara,District 17,Ron Cohen,REP,"11,118",U.S. House of Representatives,CA
Santa Clara,District 17,Kennita Watson,LIB,"1,155",U.S. House of Representatives,CA
Districtwide,District 18,Anna G. Eshoo,DEM,"62,986",U.S. House of Representatives,CA
Districtwide,District 18,Christine Russell,REP,"22,556",U.S. House of Representatives,CA
Districtwide,District 18,John Karl Fredrich,NPP,"2,818",U.S. House of Representatives,CA
San Mateo,District 18,Anna G. Eshoo,DEM,"9,244",U.S. House of Representatives,CA
San Mateo,District 18,Christine Russell,REP,"2,903",U.S. House of Representatives,CA
San Mateo,District 18,John Karl Fredrich,NPP,391,U.S. House of Representatives,CA
Santa Clara,District 18,Anna G. Eshoo,DEM,"47,337",U.S. House of Representatives,CA
